   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.000    0.000 filedialog.py:13(<module>)
        1    0.000    0.000    0.000    0.000 filedialog.py:225(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:239(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:297(_Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:325(Open)
        1    0.000    0.000    0.000    0.000 filedialog.py:344(SaveAs)
        1    0.000    0.000    0.000    0.000 filedialog.py:351(Directory)
        1    0.000    0.000    0.008    0.008 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 font.py:25(Font)
        1    0.000    0.000    0.000    0.000 font.py:6(<module>)
        1    0.000    0.000    0.000    0.000 formatting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatting.py:89(HelpFormatter)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        1    0.000    0.000    0.002    0.002 fractions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 fractions.py:84(__new__)
        1    0.000    0.000    0.000    0.000 framenet.py:648(FramenetError)
        1    0.000    0.000    0.000    0.000 framenet.py:652(AttrDict)
        1    0.000    0.000    0.000    0.000 framenet.py:746(SpecialList)
        1    0.000    0.000    0.000    0.000 framenet.py:773(Future)
        1    0.000    0.000    0.000    0.000 framenet.py:8(<module>)
        1    0.000    0.000    0.000    0.000 framenet.py:809(PrettyDict)
        1    0.000    0.000    0.000    0.000 framenet.py:831(PrettyList)
        1    0.000    0.000    0.000    0.000 framenet.py:857(PrettyLazyMap)
        1    0.000    0.000    0.000    0.000 framenet.py:880(PrettyLazyIteratorList)
        1    0.000    0.000    0.000    0.000 framenet.py:903(PrettyLazyConcatenation)
        1    0.000    0.000    0.000    0.000 framenet.py:935(FramenetCorpusReader)
       18    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
       18    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
       53    0.000    0.000    0.000    0.000 functools.py:44(update_wrapper)
       10    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
       10    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
       38    0.000    0.000    0.000    0.000 functools.py:74(wraps)
       37    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        4    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        4    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        6    0.000    0.000    0.000    0.000 gettext.py:205(_expand_lang)
        3    0.000    0.000    0.000    0.000 gettext.py:461(find)
        3    0.000    0.000    0.000    0.000 gettext.py:501(translation)
        3    0.000    0.000    0.000    0.000 gettext.py:567(dgettext)
        3    0.000    0.000    0.000    0.000 gettext.py:605(gettext)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glue.py:121(GlueDict)
        1    0.000    0.000    0.000    0.000 glue.py:32(GlueFormula)
        1    0.000    0.000    0.000    0.000 glue.py:437(Glue)
        1    0.000    0.000    0.000    0.000 glue.py:610(DrtGlueFormula)
        1    0.000    0.000    0.000    0.000 glue.py:637(DrtGlueDict)
        1    0.000    0.000    0.000    0.000 glue.py:641(DrtGlue)
        1    0.000    0.000    0.008    0.008 glue.py:8(<module>)
        1    0.000    0.000    0.000    0.000 grammar.py:1037(PCFG)
        2    0.000    0.000    0.001    0.001 grammar.py:1058(__init__)
       58    0.000    0.000    0.000    0.000 grammar.py:107(__init__)
        2    0.000    0.000    0.002    0.001 grammar.py:1087(fromstring)
       31    0.000    0.000    0.001    0.000 grammar.py:1168(_read_production)
       31    0.000    0.000    0.000    0.000 grammar.py:1217(<listcomp>)
        2    0.000    0.000    0.001    0.000 grammar.py:1227(read_grammar)
      163    0.000    0.000    0.000    0.000 grammar.py:127(__eq__)
       58    0.000    0.000    0.000    0.000 grammar.py:1283(standard_nonterm_parser)
      821    0.000    0.000    0.000    0.000 grammar.py:145(__hash__)
        1    0.000    0.000    0.000    0.000 grammar.py:199(FeatStructNonterminal)
       78    0.000    0.000    0.000    0.000 grammar.py:208(is_nonterminal)
       52    0.000    0.000    0.000    0.000 grammar.py:220(is_terminal)
        1    0.000    0.000    0.000    0.000 grammar.py:234(Production)
       40    0.000    0.000    0.000    0.000 grammar.py:256(__init__)
      162    0.000    0.000    0.000    0.000 grammar.py:272(lhs)
       40    0.000    0.000    0.000    0.000 grammar.py:280(rhs)
      175    0.000    0.000    0.000    0.000 grammar.py:288(__len__)
       22    0.000    0.000    0.000    0.000 grammar.py:296(is_nonlexical)
       58    0.000    0.000    0.000    0.000 grammar.py:302(<genexpr>)
       10    0.000    0.000    0.000    0.000 grammar.py:304(is_lexical)
        1    0.000    0.000    0.000    0.000 grammar.py:357(DependencyProduction)
        1    0.000    0.000    0.000    0.000 grammar.py:375(ProbabilisticProduction)
       40    0.000    0.000    0.000    0.000 grammar.py:387(__init__)
       25    0.000    0.000    0.000    0.000 grammar.py:413(__hash__)
        1    0.000    0.000    0.000    0.000 grammar.py:420(CFG)
        2    0.000    0.000    0.001    0.001 grammar.py:430(__init__)
       42    0.000    0.000    0.000    0.000 grammar.py:449(<genexpr>)
        2    0.000    0.000    0.000    0.000 grammar.py:455(_calculate_indexes)
        2    0.000    0.000    0.001    0.000 grammar.py:480(_calculate_leftcorners)
       19    0.000    0.000    0.000    0.000 grammar.py:482(<genexpr>)
       19    0.000    0.000    0.000    0.000 grammar.py:483(<genexpr>)
        2    0.000    0.000    0.000    0.000 grammar.py:532(productions)
        2    0.000    0.000    0.000    0.000 grammar.py:633(_calculate_grammar_forms)
        4    0.000    0.000    0.000    0.000 grammar.py:638(<genexpr>)
       14    0.000    0.000    0.000    0.000 grammar.py:639(<genexpr>)
       42    0.000    0.000    0.000    0.000 grammar.py:641(<genexpr>)
       42    0.000    0.000    0.000    0.000 grammar.py:642(<genexpr>)
       10    0.000    0.000    0.000    0.000 grammar.py:643(<genexpr>)
        1    0.000    0.000    0.005    0.005 grammar.py:70(<module>)
        1    0.000    0.000    0.000    0.000 grammar.py:716(FeatureGrammar)
        1    0.000    0.000    0.000    0.000 grammar.py:862(FeatureValueType)
        1    0.000    0.000    0.000    0.000 grammar.py:87(Nonterminal)
        1    0.000    0.000    0.000    0.000 grammar.py:892(DependencyGrammar)
        1    0.000    0.000    0.000    0.000 grammar.py:985(ProbabilisticDependencyGrammar)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 help.py:10(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hmm.py:70(<module>)
        1    0.000    0.000    0.000    0.000 hmm.py:814(HiddenMarkovModelTrainer)
        1    0.000    0.000    0.000    0.000 hmm.py:98(HiddenMarkovModelTagger)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 hunpos.py:13(<module>)
        1    0.000    0.000    0.000    0.000 hunpos.py:27(HunposTagger)
        1    0.000    0.000    0.000    0.000 ibm1.py:55(<module>)
        1    0.000    0.000    0.000    0.000 ibm1.py:66(IBMModel1)
        1    0.000    0.000    0.000    0.000 ibm2.py:289(Model2Counts)
        1    0.000    0.000    0.000    0.000 ibm2.py:47(<module>)
        1    0.000    0.000    0.000    0.000 ibm2.py:59(IBMModel2)
        1    0.000    0.000    0.000    0.000 ibm3.py:321(Model3Counts)
        1    0.000    0.000    0.000    0.000 ibm3.py:74(<module>)
        1    0.000    0.000    0.000    0.000 ibm3.py:87(IBMModel3)
        1    0.000    0.000    0.000    0.000 ibm4.py:102(<module>)
        1    0.000    0.000    0.000    0.000 ibm4.py:116(IBMModel4)
        1    0.000    0.000    0.000    0.000 ibm4.py:427(Model4Counts)
        1    0.000    0.000    0.000    0.000 ibm5.py:112(<module>)
        1    0.000    0.000    0.000    0.000 ibm5.py:126(IBMModel5)
        1    0.000    0.000    0.000    0.000 ibm5.py:553(Model5Counts)
        1    0.000    0.000    0.000    0.000 ibm5.py:614(Slots)
        1    0.000    0.000    0.000    0.000 ibm_model.py:375(AlignmentInfo)
        1    0.000    0.000    0.000    0.000 ibm_model.py:39(<module>)
        1    0.000    0.000    0.000    0.000 ibm_model.py:503(Counts)
        1    0.000    0.000    0.000    0.000 ibm_model.py:61(IBMModel)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ieer.py:22(<module>)
        1    0.000    0.000    0.000    0.000 ieer.py:43(IEERDocument)
        1    0.000    0.000    0.000    0.000 ieer.py:64(IEERCorpusReader)
        1    0.000    0.000    0.000    0.000 implicit.py:20(ImplicitGrant)
        1    0.000    0.000    0.000    0.000 implicit.py:5(<module>)
        1    0.000    0.000    0.000    0.000 indian.py:19(<module>)
        1    0.000    0.000    0.000    0.000 indian.py:27(IndianCorpusReader)
        1    0.000    0.000    0.000    0.000 indian.py:65(IndianCorpusView)
        1    0.000    0.000    0.000    0.000 inspect.py:1021(getargspec)
        1    0.000    0.000    0.000    0.000 inspect.py:1052(getfullargspec)
        1    0.000    0.000    0.000    0.000 inspect.py:1170(formatargspec)
        1    0.000    0.000    0.000    0.000 inspect.py:1173(<lambda>)
        2    0.000    0.000    0.000    0.000 inspect.py:1185(formatargandannotation)
        3    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2065(_signature_from_function)
        1    0.000    0.000    0.000    0.000 inspect.py:2146(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2345(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        2    0.000    0.000    0.000    0.000 inspect.py:2399(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:2448(name)
        1    0.000    0.000    0.000    0.000 inspect.py:2452(default)
        2    0.000    0.000    0.000    0.000 inspect.py:2456(annotation)
        2    0.000    0.000    0.000    0.000 inspect.py:2460(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2518(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2648(Signature)
        1    0.000    0.000    0.000    0.000 inspect.py:2678(__init__)
        1    0.000    0.000    0.005    0.005 inspect.py:27(<module>)
        3    0.000    0.000    0.000    0.000 inspect.py:2723(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2753(parameters)
        1    0.000    0.000    0.000    0.000 inspect.py:2757(return_annotation)
        5    0.000    0.000    0.000    0.000 inspect.py:565(getdoc)
        7    0.000    0.000    0.000    0.000 inspect.py:584(cleandoc)
 55691149   19.740    0.000   27.830    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 inspect.py:848(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:850(BlockFinder)
        1    0.000    0.000    0.000    0.000 internals.py:155(ReadError)
        2    0.000    0.000    0.000    0.000 internals.py:345(_add_epytext_field)
        2    0.000    0.000    0.000    0.000 internals.py:362(deprecated)
        2    0.000    0.000    0.000    0.000 internals.py:374(decorator)
        1    0.000    0.000    0.000    0.000 internals.py:393(Deprecated)
        1    0.000    0.000    0.000    0.000 internals.py:439(Counter)
        3    0.000    0.000    0.000    0.000 internals.py:443(__init__)
        1    0.000    0.000    0.000    0.000 internals.py:762(ElementWrapper)
        1    0.000    0.000    0.007    0.007 internals.py:9(<module>)
        1    0.000    0.000    0.000    0.000 internals.py:948(is_writable)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
