   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 panlex_lite.py:19(PanLexLiteCorpusReader)
        2    0.000    0.000    0.001    0.001 parameters.py:9(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:118(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:134(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:300(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:308(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:313(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:319(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:327(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:332(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:338(_fix_result_transcoding)
        5    0.000    0.000    0.000    0.000 parse.py:590(unquote)
        1    0.000    0.000    0.000    0.000 parse.py:711(Quoter)
        1    0.000    0.000    0.001    0.001 parse_tweet.py:3(<module>)
        1    0.000    0.000    0.001    0.001 parse_tweet.py:32(ParseTweet)
        7    0.000    0.000    0.001    0.000 parse_tweet.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse_tweet.py:6(Emoticons)
        1    0.000    0.000    0.000    0.000 parser.py:115(Option)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:163(Argument)
        1    0.000    0.000    0.000    0.000 parser.py:17(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:182(ParsingState)
        1    0.000    0.000    0.000    0.000 parser.py:191(OptionParser)
        1    0.000    0.000    0.003    0.003 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        4    0.000    0.000    0.000    0.000 parser.py:81(split_opt)
        1    0.000    0.000    0.000    0.000 pchart.py:111(SingleEdgeProbabilisticFundamentalRule)
        1    0.000    0.000    0.000    0.000 pchart.py:135(BottomUpProbabilisticChartParser)
        1    0.000    0.000    0.000    0.000 pchart.py:300(InsideChartParser)
        1    0.000    0.000    0.000    0.000 pchart.py:31(<module>)
        1    0.000    0.000    0.000    0.000 pchart.py:361(RandomChartParser)
        1    0.000    0.000    0.000    0.000 pchart.py:371(UnsortedChartParser)
        1    0.000    0.000    0.000    0.000 pchart.py:378(LongestChartParser)
        1    0.000    0.000    0.000    0.000 pchart.py:50(ProbabilisticLeafEdge)
        1    0.000    0.000    0.000    0.000 pchart.py:53(ProbabilisticTreeEdge)
        1    0.000    0.000    0.000    0.000 pchart.py:68(ProbabilisticBottomUpInitRule)
        1    0.000    0.000    0.000    0.000 pchart.py:76(ProbabilisticBottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 pchart.py:86(ProbabilisticFundamentalRule)
 29673414   17.883    0.000   20.449    0.000 peewee.py:1002(python_value)
       40    0.000    0.000    0.000    0.000 peewee.py:1032(__hash__)
        1    0.000    0.000    0.000    0.000 peewee.py:1035(BareField)
        1    0.000    0.000    0.000    0.000 peewee.py:1046(IntegerField)
        1    0.000    0.000    0.000    0.000 peewee.py:1050(BigIntegerField)
        1    0.000    0.000    0.000    0.000 peewee.py:1053(SmallIntegerField)
        1    0.000    0.000    0.000    0.000 peewee.py:1056(PrimaryKeyField)
        1    0.000    0.000    0.000    0.000 peewee.py:1059(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:1063(_AutoPrimaryKeyField)
        1    0.000    0.000    0.000    0.000 peewee.py:1077(FloatField)
        1    0.000    0.000    0.000    0.000 peewee.py:1081(DoubleField)
        1    0.000    0.000    0.000    0.000 peewee.py:1084(DecimalField)
 31501254   11.058    0.000   15.393    0.000 peewee.py:1123(coerce_to_unicode)
        1    0.000    0.000    0.000    0.000 peewee.py:1133(CharField)
        1    0.000    0.000    0.000    0.000 peewee.py:1151(FixedCharField)
        1    0.000    0.000    0.000    0.000 peewee.py:116(with_metaclass)
        1    0.000    0.000    0.000    0.000 peewee.py:1160(TextField)
 31501254   15.765    0.000   31.157    0.000 peewee.py:1163(coerce)
        1    0.000    0.000    0.000    0.000 peewee.py:1166(BlobField)
        1    0.000    0.000    0.000    0.000 peewee.py:1185(UUIDField)
       12    0.000    0.000    0.000    0.000 peewee.py:1201(_date_part)
        1    0.000    0.000    0.000    0.000 peewee.py:1206(_BaseFormattedField)
        1    0.000    0.000    0.000    0.000 peewee.py:1218(DateTimeField)
        1    0.000    0.000    0.000    0.000 peewee.py:1238(DateField)
        1    0.000    0.000    0.000    0.000 peewee.py:1258(TimeField)
        6    0.000    0.000    0.000    0.000 peewee.py:126(<lambda>)
        1    0.000    0.000    0.000    0.000 peewee.py:1283(TimestampField)
        1    0.000    0.000    0.000    0.000 peewee.py:1285(<listcomp>)
        1    0.000    0.000    0.000    0.000 peewee.py:1340(BooleanField)
        1    0.000    0.000    0.000    0.000 peewee.py:1344(RelationDescriptor)
        6    0.000    0.000    0.000    0.000 peewee.py:1346(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:1378(ReverseRelationDescriptor)
        6    0.000    0.000    0.000    0.000 peewee.py:1380(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:1390(ObjectIdDescriptor)
        6    0.000    0.000    0.000    0.000 peewee.py:1392(__init__)
  3655680    1.728    0.000    1.728    0.000 peewee.py:1396(__get__)
        1    0.000    0.000    0.000    0.000 peewee.py:1404(ForeignKeyField)
        6    0.000    0.000    0.000    0.000 peewee.py:1405(__init__)
        6    0.000    0.000    0.000    0.000 peewee.py:1431(_get_descriptor)
        6    0.000    0.000    0.000    0.000 peewee.py:1434(_get_id_descriptor)
        6    0.000    0.000    0.000    0.000 peewee.py:1437(_get_backref_descriptor)
        6    0.000    0.000    0.000    0.000 peewee.py:1440(_get_related_name)
        6    0.000    0.000    0.000    0.000 peewee.py:1445(add_to_class)
        1    0.000    0.000    0.000    0.000 peewee.py:1537(CompositeKey)
        2    0.000    0.000    0.000    0.000 peewee.py:1541(__init__)
        2    0.000    0.000    0.000    0.000 peewee.py:1544(add_to_class)
        2    0.000    0.000    0.000    0.000 peewee.py:1549(__get__)
        5    0.000    0.000    0.000    0.000 peewee.py:1563(__hash__)
        1    0.000    0.000    0.000    0.000 peewee.py:1567(AliasMap)
 33329190   13.936    0.000   13.936    0.000 peewee.py:1570(__init__)
 66658380   78.464    0.000   78.464    0.000 peewee.py:1577(add)
 90848226   30.255    0.000   30.255    0.000 peewee.py:1583(__getitem__)
 33329190    5.490    0.000    5.490    0.000 peewee.py:1591(update)
        1    0.000    0.000    0.000    0.000 peewee.py:1599(QueryCompiler)
 33329190   90.671    0.000  284.704    0.000 peewee.py:1661(__init__)
 33329190   51.699    0.000   51.699    0.000 peewee.py:1670(get_parse_map)
148367262   70.782    0.000   70.782    0.000 peewee.py:1687(quote)
 29673414    6.665    0.000    6.665    0.000 peewee.py:1693(get_op)
 27845574    7.297    0.000    7.297    0.000 peewee.py:1699(_parse_default)
 29673414  109.552    0.000  655.560    0.000 peewee.py:1702(_parse_expression)
  5483568   10.042    0.000   37.018    0.000 peewee.py:1728(_parse_func)
66658380/33329190   60.118    0.000 2008.859    0.000 peewee.py:1733(_parse_clause)
 33329190   46.849    0.000   98.049    0.000 peewee.py:1740(_parse_entity)
157506510   63.686    0.000   63.686    0.000 peewee.py:1743(_parse_sql)
 57519036   92.508    0.000  179.933    0.000 peewee.py:1746(_parse_field)
407689086/33329190  444.899    0.000 2057.648    0.000 peewee.py:1798(_parse)
379843512/33329190  382.028    0.000 2134.051    0.000 peewee.py:1837(parse_node)
178040484   37.765    0.000   50.803    0.000 peewee.py:1850(<genexpr>)
72141948/33329190  285.763    0.000 1977.041    0.000 peewee.py:1859(parse_node_list)
 33329190   93.156    0.000  196.937    0.000 peewee.py:1868(calculate_alias_map)
 33329190   64.689    0.000 2249.777    0.000 peewee.py:1884(build_query)
 33329190   52.591    0.000   65.467    0.000 peewee.py:1887(generate_joins)
        1    0.000    0.000    0.020    0.020 peewee.py:19(<module>)
 33329190  338.763    0.000 3308.207    0.000 peewee.py:1940(generate_select)
        8    0.000    0.000    0.000    0.000 peewee.py:2127(return_parsed_node)
  5483568    3.502    0.000    3.502    0.000 peewee.py:219(strip_parens)
        1    0.000    0.000    0.000    0.000 peewee.py:2230(SqliteQueryCompiler)
        1    0.000    0.000    0.000    0.000 peewee.py:2236(ResultIterator)
  3655825    1.462    0.000    1.462    0.000 peewee.py:2237(__init__)
 34683407   41.429    0.000  184.259    0.000 peewee.py:2241(next)
        1    0.000    0.000    0.000    0.000 peewee.py:2255(QueryResultWrapper)
 31501399   52.312    0.000   52.312    0.000 peewee.py:2262(__init__)
  3655825    3.263    0.000    4.725    0.000 peewee.py:2278(__iter__)
 62528981   89.477    0.000  693.276    0.000 peewee.py:2295(iterate)
 27845574   47.984    0.000  605.370    0.000 peewee.py:2311(next)
        1    0.000    0.000    0.000    0.000 peewee.py:2337(ExtQueryResultWrapper)
 31501399   93.592    0.000  162.852    0.000 peewee.py:2338(initialize)
  7311553    7.391    0.000    8.575    0.000 peewee.py:2354(_initialize_by_name)
 27845622   33.592    0.000   48.768    0.000 peewee.py:2362(_initialize_node)
        1    0.000    0.000    0.000    0.000 peewee.py:2376(TuplesQueryResultWrapper)
 29199742   29.033    0.000   43.642    0.000 peewee.py:2377(process_row)
 29199742   14.609    0.000   14.609    0.000 peewee.py:2378(<listcomp>)
        1    0.000    0.000    0.000    0.000 peewee.py:2384(NaiveQueryResultWrapper)
 29673414   77.214    0.000  298.350    0.000 peewee.py:2385(process_row)
        1    0.000    0.000    0.000    0.000 peewee.py:2395(DictQueryResultWrapper)
        1    0.000    0.000    0.000    0.000 peewee.py:2405(ModelQueryResultWrapper)
        1    0.000    0.000    0.000    0.000 peewee.py:2543(AggregateQueryResultWrapper)
        1    0.000    0.000    0.000    0.000 peewee.py:2722(Query)
103643300  142.628    0.000  189.094    0.000 peewee.py:2726(__init__)
 63002556   89.809    0.000  990.171    0.000 peewee.py:2741(clone)
 63002556   66.648    0.000  375.421    0.000 peewee.py:2746(_clone_attributes)
 63002556  164.689    0.000  224.430    0.000 peewee.py:2753(_clone_joins)
126005112   49.354    0.000   49.354    0.000 peewee.py:2755(<genexpr>)
 29673414   19.110    0.000   31.717    0.000 peewee.py:2757(_add_query_clauses)
 96331746   95.033    0.000  142.680    0.000 peewee.py:2764(_model_shorthand)
 29673414   18.990    0.000   50.706    0.000 peewee.py:2777(where)
 33329190   15.232    0.000  344.501    0.000 peewee.py:2877(compiler)
 36984967   51.079    0.000 17186.654    0.000 peewee.py:2883(_execute)
  5483568   14.887    0.000 4957.404    0.001 peewee.py:2890(scalar)
        1    0.000    0.000    0.000    0.000 peewee.py:2900(RawQuery)
  7311554   10.192    0.000   22.659    0.000 peewee.py:2905(__init__)
  3655777    4.000    0.000   13.509    0.000 peewee.py:2913(clone)
  3655777    0.741    0.000    0.741    0.000 peewee.py:2923(tuples)
  3655777    0.948    0.000    0.948    0.000 peewee.py:2931(sql)
  3655777   10.593    0.000 3430.429    0.001 peewee.py:2934(execute)
  3655777    3.321    0.000 3441.936    0.001 peewee.py:2945(__iter__)
  5483568    3.441    0.000    4.693    0.000 peewee.py:2948(allow_extend)
        1    0.000    0.000    0.000    0.000 peewee.py:2957(SelectQuery)
 96331746  218.100    0.000  646.688    0.000 peewee.py:2960(__init__)
 63002556  136.052    0.000  511.473    0.000 peewee.py:2980(_clone_attributes)
        3    0.000    0.000    0.000    0.000 peewee.py:3010(compound_op)
 96331746   92.662    0.000  251.961    0.000 peewee.py:3032(__select)
  5483568    5.613    0.000   10.306    0.000 peewee.py:3050(order_by)
 27845574   18.685    0.000   18.685    0.000 peewee.py:3066(paginate)
        1    0.000    0.000    0.000    0.000 peewee.py:308(attrdict)
 59346917   33.967    0.000   33.967    0.000 peewee.py:309(__getattr__)
  5483568   22.450    0.000  158.128    0.000 peewee.py:3119(_aggregate)
  5483568   11.871    0.000 5127.403    0.001 peewee.py:3126(aggregate)
  5483568    6.022    0.000 5133.426    0.001 peewee.py:3129(count)
 27845574   43.238    0.000 10243.278    0.000 peewee.py:3151(get)
 33329190   60.500    0.000 3713.208    0.000 peewee.py:3173(sql)
 27845622   26.763    0.000   35.455    0.000 peewee.py:3176(verify_naive)
 27845622    6.437    0.000    6.437    0.000 peewee.py:3186(get_query_meta)
 27845622   34.199    0.000   79.505    0.000 peewee.py:3189(_get_result_wrapper)
 27845622   93.061    0.000 9063.009    0.000 peewee.py:3201(execute)
       48    0.000    0.000    0.623    0.013 peewee.py:3212(__iter__)
        1    0.000    0.000    0.000    0.000 peewee.py:3236(NoopSelectQuery)
        1    0.000    0.000    0.000    0.000 peewee.py:3246(CompoundSelect)
        1    0.000    0.000    0.000    0.000 peewee.py:3286(_WriteQuery)
        3    0.000    0.000    0.000    0.000 peewee.py:3302(requires_returning)
        1    0.000    0.000    0.000    0.000 peewee.py:3346(UpdateQuery)
        1    0.000    0.000    0.000    0.000 peewee.py:3385(InsertQuery)
        1    0.000    0.000    0.000    0.000 peewee.py:3517(DeleteQuery)
        1    0.000    0.000    0.000    0.000 peewee.py:3543(PeeweeException)
        1    0.000    0.000    0.000    0.000 peewee.py:3544(ImproperlyConfigured)
        1    0.000    0.000    0.000    0.000 peewee.py:3545(DatabaseError)
        1    0.000    0.000    0.000    0.000 peewee.py:3546(DataError)
        1    0.000    0.000    0.000    0.000 peewee.py:3547(IntegrityError)
        1    0.000    0.000    0.000    0.000 peewee.py:3548(InterfaceError)
        1    0.000    0.000    0.000    0.000 peewee.py:3549(InternalError)
        1    0.000    0.000    0.000    0.000 peewee.py:3550(NotSupportedError)
        1    0.000    0.000    0.000    0.000 peewee.py:3551(OperationalError)
        1    0.000    0.000    0.000    0.000 peewee.py:3552(ProgrammingError)
        1    0.000    0.000    0.000    0.000 peewee.py:3555(ExceptionWrapper)
        2    0.000    0.000    0.000    0.000 peewee.py:3558(__init__)
 73969937   10.804    0.000   10.804    0.000 peewee.py:3561(__enter__)
 73969937   19.682    0.000   19.682    0.000 peewee.py:3562(__exit__)
        1    0.000    0.000    0.000    0.000 peewee.py:3573(_BaseConnectionLocal)
        2    0.000    0.000    0.000    0.000 peewee.py:3574(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:3582(_ConnectionLocal)
        1    0.000    0.000    0.000    0.000 peewee.py:3585(Database)
        2    0.000    0.000    0.000    0.000 peewee.py:3621(__init__)
        2    0.000    0.000    0.000    0.000 peewee.py:3640(init)
        1    0.000    0.000    0.002    0.002 peewee.py:3647(connect)
        1    0.000    0.000    0.000    0.000 peewee.py:3658(initialize_connection)
        1    0.000    0.000    0.001    0.001 peewee.py:3661(close)
 73969934   50.991    0.000   50.991    0.000 peewee.py:3670(get_conn)
        1    0.000    0.000    0.002    0.002 peewee.py:3679(_create_connection)
        2    0.000    0.000    0.000    0.000 peewee.py:3683(is_closed)
 36984967   29.309    0.000  228.769    0.000 peewee.py:3686(get_cursor)
        1    0.000    0.000    0.001    0.001 peewee.py:3689(_close)
        1    0.000    0.000    0.000    0.000 peewee.py:3695(register_fields)
        1    0.000    0.000    0.000    0.000 peewee.py:3699(register_ops)
 31501399   11.782    0.000   11.782    0.000 peewee.py:3703(get_result_wrapper)
 33329190   44.564    0.000  329.269    0.000 peewee.py:3728(compiler)
 36984967  165.873    0.000 13421.419    0.000 peewee.py:3736(execute_sql)
 36984967  123.224    0.000 1501.624    0.000 peewee.py:3754(commit)
        1    0.000    0.000    0.000    0.000 peewee.py:3762(set_autocommit)
 36984967   29.169    0.000   29.169    0.000 peewee.py:3765(get_autocommit)
 66658386   39.592    0.000  142.334    0.000 peewee.py:377(merge_dict)
       37    0.000    0.000    0.000    0.000 peewee.py:382(returns_clone)
 99987523  127.143    0.000 1302.480    0.000 peewee.py:388(inner)
        9    0.000    0.000    0.000    0.000 peewee.py:3898(__pragma__)
        1    0.000    0.000    0.000    0.000 peewee.py:3905(SqliteDatabase)
        1    0.000    0.000    0.000    0.000 peewee.py:3921(__init__)
        7    0.000    0.000    0.000    0.000 peewee.py:395(not_allowed)
        1    0.000    0.000    0.000    0.000 peewee.py:4042(PostgresqlDatabase)
        1    0.000    0.000    0.000    0.000 peewee.py:405(Proxy)
        1    0.000    0.000    0.002    0.002 peewee.py:4070(_connect)
        1    0.000    0.000    0.000    0.000 peewee.py:4192(MySQLDatabase)
        1    0.000    0.000    0.000    0.000 peewee.py:4289(_callable_context_manager)
        1    0.000    0.000    0.000    0.000 peewee.py:4298(ExecutionContext)
        1    0.000    0.000    0.000    0.000 peewee.py:4330(Using)
        1    0.000    0.000    0.000    0.000 peewee.py:4347(_atomic)
        1    0.000    0.000    0.000    0.000 peewee.py:435(DeferredRelation)
        1    0.000    0.000    0.000    0.000 peewee.py:4363(transaction)
        1    0.000    0.000    0.000    0.000 peewee.py:4404(savepoint)
        1    0.000    0.000    0.000    0.000 peewee.py:4440(transaction_sqlite)
        1    0.000    0.000    0.000    0.000 peewee.py:4445(savepoint_sqlite)
        1    0.000    0.000    0.000    0.000 peewee.py:4467(FieldProxy)
        1    0.000    0.000    0.000    0.000 peewee.py:4490(ModelAlias)
        6    0.000    0.000    0.000    0.000 peewee.py:452(resolve)
        1    0.000    0.000    0.000    0.000 peewee.py:4520(_SortedFieldList)
        6    0.000    0.000    0.000    0.000 peewee.py:4523(__init__)
       15    0.000    0.000    0.000    0.000 peewee.py:4530(__iter__)
       15    0.000    0.000    0.000    0.000 peewee.py:4542(insert)
        1    0.000    0.000    0.000    0.000 peewee.py:4553(DoesNotExist)
        1    0.000    0.000    0.000    0.000 peewee.py:4560(ModelOptions)
        6    0.000    0.000    0.000    0.000 peewee.py:4561(__init__)
        6    0.000    0.000    0.000    0.000 peewee.py:4609(prepared)
        1    0.000    0.000    0.000    0.000 peewee.py:461(_CDescriptor)
       15    0.000    0.000    0.000    0.000 peewee.py:4623(_update_field_lists)
       15    0.000    0.000    0.000    0.000 peewee.py:4625(<listcomp>)
       15    0.000    0.000    0.000    0.000 peewee.py:4629(<listcomp>)
       15    0.000    0.000    0.000    0.000 peewee.py:4632(add_field)
       15    0.000    0.000    0.000    0.000 peewee.py:4649(remove_field)
 29673414   19.824    0.000   27.964    0.000 peewee.py:4668(get_default_dict)
        1    0.000    0.000    0.000    0.000 peewee.py:469(Node)
        1    0.000    0.000    0.000    0.000 peewee.py:4727(BaseModel)
        8    0.000    0.000    0.002    0.000 peewee.py:4732(__new__)
459296982  174.672    0.000  174.672    0.000 peewee.py:474(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:480(extend)
        1    0.000    0.000    0.000    0.000 peewee.py:482(decorator)
        1    0.000    0.000    0.000    0.000 peewee.py:4831(Model)
 29673414   66.351    0.000   99.954    0.000 peewee.py:4832(__init__)
 33329190   58.301    0.000  316.099    0.000 peewee.py:4844(select)
  3655777    4.580    0.000   17.731    0.000 peewee.py:4875(raw)
 63002604   57.093    0.000  168.788    0.000 peewee.py:493(clone)
 33329190   27.141    0.000   62.471    0.000 peewee.py:4999(as_entity)
 29673414   20.792    0.000   31.364    0.000 peewee.py:5021(_prepare_instance)
 29673414    4.263    0.000    4.263    0.000 peewee.py:5025(prepared)
 33329190    6.775    0.000    6.775    0.000 peewee.py:505(alias)
        1    0.000    0.000    0.000    0.000 peewee.py:5187(PrefetchResult)
       24    0.000    0.000    0.000    0.000 peewee.py:532(_e)
 29673414   81.904    0.000  143.521    0.000 peewee.py:558(__eq__)
        1    0.000    0.000    0.000    0.000 peewee.py:601(SQL)
157506510  125.495    0.000  178.850    0.000 peewee.py:605(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:614(Entity)
 66658380   42.929    0.000   67.046    0.000 peewee.py:618(__init__)
 33329190   20.419    0.000   52.133    0.000 peewee.py:622(clone_base)
        1    0.000    0.000    0.000    0.000 peewee.py:628(Func)
  5483569   12.667    0.000   16.323    0.000 peewee.py:633(__init__)
  5483568    2.221    0.000    2.221    0.000 peewee.py:664(__getattr__)
  5483568    5.416    0.000   21.739    0.000 peewee.py:665(dec)
        1    0.000    0.000    0.000    0.000 peewee.py:673(Expression)
 59346828   51.555    0.000   75.740    0.000 peewee.py:677(__init__)
 29673414   24.870    0.000   59.562    0.000 peewee.py:684(clone_base)
        1    0.000    0.000    0.000    0.000 peewee.py:687(Param)
        1    0.000    0.000    0.000    0.000 peewee.py:703(Passthrough)
        1    0.000    0.000    0.000    0.000 peewee.py:706(Clause)
 66658380   74.565    0.000   99.113    0.000 peewee.py:713(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:727(CommaClause)
        1    0.000    0.000    0.000    0.000 peewee.py:731(EnclosedClause)
        1    0.000    0.000    0.000    0.000 peewee.py:736(Window)
        1    0.000    0.000    0.000    0.000 peewee.py:787(DQ)
        1    0.000    0.000    0.000    0.000 peewee.py:796(_StripParens)
        1    0.000    0.000    0.000    0.000 peewee.py:817(Join)
        1    0.000    0.000    0.000    0.000 peewee.py:894(FieldDescriptor)
       15    0.000    0.000    0.000    0.000 peewee.py:897(__init__)
 87192450   30.332    0.000   36.889    0.000 peewee.py:901(__get__)
 29673414   25.948    0.000   31.924    0.000 peewee.py:906(__set__)
        1    0.000    0.000    0.000    0.000 peewee.py:910(Field)
       15    0.000    0.000    0.000    0.000 peewee.py:917(__init__)
        9    0.000    0.000    0.000    0.000 peewee.py:966(add_to_class)
 29673414   13.895    0.000   42.487    0.000 peewee.py:998(db_value)
        1    0.000    0.000    0.000    0.000 perceptron.py:12(<module>)
        1    0.000    0.000    0.078    0.078 perceptron.py:132(__init__)
        1    0.000    0.000    0.000    0.000 perceptron.py:143(tag)
        1    0.000    0.000    0.000    0.000 perceptron.py:152(<listcomp>)
        1    0.000    0.000    0.078    0.078 perceptron.py:204(load)
        1    0.000    0.000    0.000    0.000 perceptron.py:214(normalize)
        1    0.000    0.000    0.000    0.000 perceptron.py:232(_get_features)
       14    0.000    0.000    0.000    0.000 perceptron.py:237(add)
        1    0.000    0.000    0.000    0.000 perceptron.py:26(AveragedPerceptron)
        1    0.000    0.000    0.000    0.000 perceptron.py:34(__init__)
        1    0.000    0.000    0.000    0.000 perceptron.py:48(predict)
       45    0.000    0.000    0.000    0.000 perceptron.py:58(<lambda>)
        1    0.000    0.000    0.000    0.000 perceptron.py:98(PerceptronTagger)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.003    0.003 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 pl196x.py:24(TEICorpusView)
        1    0.000    0.000    0.001    0.001 pl196x.py:8(<module>)
        1    0.000    0.000    0.000    0.000 pl196x.py:87(Pl196xCorpusReader)
        1    0.000    0.000    0.001    0.001 plaintext.py:12(<module>)
        1    0.000    0.000    0.000    0.000 plaintext.py:140(CategorizedPlaintextCorpusReader)
        1    0.000    0.000    0.000    0.000 plaintext.py:177(PortugueseCategorizedPlaintextCorpusReader)
        1    0.000    0.000    0.000    0.000 plaintext.py:183(EuroparlCorpusReader)
        1    0.000    0.000    0.000    0.000 plaintext.py:23(PlaintextCorpusReader)
        1    0.000    0.000    0.005    0.005 platform.py:10(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:275(ProxyManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:83(PoolManager)
        1    0.000    0.000    0.000    0.000 porter.py:19(<module>)
        1    0.000    0.000    0.000    0.000 porter.py:30(PorterStemmer)
        1    0.000    0.000    0.000    0.000 positivenaivebayes.py:76(<module>)
        1    0.000    0.000    0.000    0.000 positivenaivebayes.py:88(PositiveNaiveBayesClassifier)
        1    0.000    0.000    0.000    0.000 posixpath.py:102(split)
        1    0.000    0.000    0.000    0.000 posixpath.py:142(basename)
        4    0.000    0.000    0.000    0.000 posixpath.py:152(dirname)
        2    0.000    0.000    0.000    0.000 posixpath.py:230(expanduser)
       26    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
       19    0.000    0.000    0.000    0.000 posixpath.py:367(abspath)
       69    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
       21    0.000    0.000    0.000    0.000 posixpath.py:62(isabs)
       40    0.000    0.000    0.000    0.000 posixpath.py:73(join)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:106(_Array)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:122(IndexedFieldMixin)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:134(ArrayField)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:166(DateTimeTZField)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:170(HStoreField)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:211(JSONField)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:235(BinaryJSONField)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:260(TSVectorField)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:296(PostgresqlExtCompiler)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:353(PostgresqlExtDatabase)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:39(_LookupNode)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:396(ServerSideSelectQuery)
        1    0.000    0.000    0.003    0.003 postgres_ext.py:5(<module>)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:51(_JsonLookupBase)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:81(JsonLookup)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:87(JsonPath)
        1    0.000    0.000    0.000    0.000 postgres_ext.py:90(ObjectSlice)
        1    0.000    0.000    0.000    0.000 ppattach.py:39(<module>)
        1    0.000    0.000    0.000    0.000 ppattach.py:47(PPAttachment)
        1    0.000    0.000    0.000    0.000 ppattach.py:63(PPAttachmentCorpusReader)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pre_configured.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pre_configured.py:128(MobileApplicationServer)
        1    0.000    0.000    0.000    0.000 pre_configured.py:161(LegacyApplicationServer)
        1    0.000    0.000    0.000    0.000 pre_configured.py:197(BackendApplicationServer)
        1    0.000    0.000    0.000    0.000 pre_configured.py:27(Server)
        1    0.000    0.000    0.000    0.000 pre_configured.py:7(WebApplicationServer)
        1    0.000    0.000    0.003    0.003 pre_configured.py:8(<module>)
        1    0.000    0.000    0.000    0.000 pre_configured.py:90(WebApplicationServer)
        1    0.000    0.000    0.000    0.000 probability.py:1023(CrossValidationProbDist)
